review_title,ratings,review_comment,size,asin
Good product but a bit thin material,3.0,Liked the pattern and colour. Its very comfortable to wear. Also the delivery was fast and on time. Nice product,L,B0BVN3L9P4
Serves the purpose,4.0,"The cloth is thick and serves the purpose of nursing. Even after wash, there was no discoloration. The zip length could be longer. size guide is a bit misleading.",no size,B0851F3XWC
Good,4.0,"I like the dress fits well size is perfect,go for it if you are new mom..",L,B0851F3XWC
Kapde ka quality paise ke hisab se accha nhi,3.0,Kapde ka quality paise ke hisab se accha nhi,S,B0851F3XWC
Ladies Dress - Cloth & Texture,3.0,The Cloth of dress appears to be inferior cotton or cotton mixed with other material.,no size,B0851F3XWC
Fit and soft,4.0,Fit and comfortable. Required another stitching on top.,no size,B0851F3XWC
Good,3.0,Good,XL,B0851F3XWC
Nice,3.0,"Proper fittings, and good color, but material is not that good",2XL,B0851F3XWC
Dress is so good,5.0,Cloth material super,no size,B0851F3XWC
Ha Aacha hai,4.0,Nice,S,B0851F3XWC
Worth it & good for summer,5.0,This is cotton kurta is looking same as shown in picture. And it feels good for nursing mother to wear during summer time.,no size,B0851F3XWC
Nice fabric,4.0,"Loved it, the cloth is smooth",M,B0851F3XWC
Best quality,5.0,"Extremely happy about the product,quality is best and fits well",no size,B0851F3XWC
Very good cloth,5.0,Reasonable,no size,B0851F3XWC
Nice feeding top cotton material must buy dress,4.0,Feeding dress with 2side zips,L,B0851F3XWC
Good,3.0,Good,no size,B0851F3XWC
Nice and cloth is cotton but worn out observed early,4.0,Nice and cloth is cotton but worn out observed early,L,B0851F3XWC
Value for money,5.0,Quality of the product is good.zip length is prefect.,no size,B0851F3XWC
Nice product,5.0,I am so happy. I like this dress. Good product and quality is good .,XL,B0851F3XWC
Go for it,5.0,Best for new mom .. summer friendly fabric …,XL,B0851F3XWC
Simply good and well,5.0,Nice to have and Perfect,XL,B0851F3XWC
Go for it,4.0,Product is so good i took 1 size extra for my comfort,XL,B0851F3XWC
Not satisfied,3.0,Feeding kurti one side zib not working,XL,B0851F3XWC
The sip inside will scratch the skin....,3.0,,no size,B0851F3XWC
nice dress,5.0,"comfy, stlyish and perfect for feeding",no size,B0851F3XWC
"real bad material, looks like tent, patchy design",1.0,"worst purchase ever, the print is rubber print ewwww...  black color of the polka dots came off when washed and dress now has black dots here and there..  ... material is too thick , ill fitted like a tent.couldn't return as I needed a maternity dress urgently. regret buying cee18 .the first cee18 dress I purchased around 5 months back was fabulous,  but purchases after that, the quality is decreasing...for an earlier rayon dress, the zipper twists and turns , cant wear without a shawl. hence I purchased pure cotton this time and lo!! how horrendous !",L,B0851F3XWC
Good product,5.0,"Fits perfectly, I’ve ordered one size bigger though, fabric is nice, all in all, must buy",L,B0851F3XWC
Comfortable,4.0,Comfortable breathable fabric that does shrink a little after wash. The stitching isn't top notch but it's good for the price.,no size,B0851F3XWC
About package,4.0,"Product is very good,but the package was not at all good,it come in transperent cover,we are not happy for the package",M,B0851F3XWC
Worth buy,4.0,Looks same as in pic. Cloth is also good,XL,B0851F3XWC
Worst,1.0,Not seems like pick,no size,B0851F3XWC
Size not as mentioned,1.0,Size was very small,2XL,B0851F3XWC
Good,4.0,Soft material.,L,B0851F3XWC
Nice model,5.0,Good product,no size,B0851F3XWC
Cute maternity kurti. Loved the sleeves. Great fit.,4.0,Cute maternity kurti. Loved the sleeves. Great fit. Only thing.is maroon colour was slightly different & it's not like pure cotton it's like mixer with polyester. Otherwise I liked everything about this kurti..,no size,B0851F3XWC
Soft and Comfortable,4.0,"The fabric is breathable, fitting is perfect, no rashes to the skin. Comfortable to wear.",no size,B0851F3XWC
Must buy,4.0,Very comfortable ...and the zip is also very nyc...for pregnant or feeding moms..its great product..go for it,no size,B0851F3XWC
Misplaced zips,3.0,Zips are misplaces due to which it causes difficulty while feeding,S,B0851F3XWC
Okey,4.0,Just okey,S,B0851F3XWC
Disappointed,3.0,This kurti was perfect fit for me..but cloth is polyester mix.so not suitable for summer. And colour bleeds first wash itself.disappointed.,L,B0851F3XWC
Ok,3.0,It bleeds color wen I did first wash..overall an ok product not bad,no size,B0851F3XWC
Nice kurta,5.0,"I took size L and I’m in 6th month pregnancy. The size fits fine if you’re 38 on chest, rest from stomach the fit is as per maternity. I think it will go on till my 9th month and even during nursing. The length is also not very long for a 5’ person. The material is not very heavy and not transparent. Sleeve length is 3/4, the nursing zip both side works well and the thread to tie behind the waist for a good fit is also fine. Nothing is torn or spoilt in the outfit, i have not washed it yet so dont know about the colour bleed and shrinkage. Overall i like the fit, color & quality of the outfit.",L,B0851F3XWC
Good product,4.0,"Measure and buy one size larger for easy fit for pregnant women. Better suited post delivery as it is difficult to fit in the last trimester. Design and colour is same as depicted in the picture. Material is of good quality. Better use colour guard before first wash, otherwise a little colour came out during hand wash. Overall a good buy and satisfied with the product.",XL,B0851F3XWC
Don't like the cloth material,1.0,Totally waste of money. Feel uncomfortable after wearing.  Only look wise good.,M,B0851F3XWC
Good and easy to use maternity top,4.0,"This product is really good for maternity purpose . The cloth is of good material . The zipper that is given for feeding is also of good quality n not easily visible . Also its not very pricy which is a plus , can use the top later too even though not feeding .",no size,B0851F3XWC
Very nice product👍,5.0,Very nice product 👍👍,2XL,B0851F3XWC
colour fading,4.0,"i liked it very much and its very nice colour kurti is very beautifull and finishing also nice  but colour fade away without washing also , i just wore for checking it and took my baby for 5 min because he was crying than  i saw his legs clour blue  🤣🤣🤣🤣 and i return this item",XL,B0851F3XWC
superb quality.,4.0,"the blue kurti I have ordered is of super quality, the cloth is thick, the cloth is very comfort to wear. The color is mentioned as navy blue but the color is some what greenish mixed blue, even though color is slight different from mentioned the color is very good and it is a different color. I loved the product. but price is little high",XL,B0851F3XWC
Good,4.0,"Good, length adjustment required",XL,B0851F3XWC
Colour difference between website photo and delivered item..,3.0,"The delivered item's colour is different from that is shown in website. It may be because to much of editing is done while uploading the photos in website. Otherwis, everything is as per expectations i.s.  very good.",S,B0851F3XWC
good,4.0,good but need to stitch again before start useing it,no size,B0851F3XWC
Good quality,4.0,Amazing quality..want to purchase again🤗,no size,B0851F3XWC
Color leaks very badly,3.0,Product size as expected.But colour leaks even if it gets wet by dripping water while drinking:(Very disappointed with colour leaking. I would have returned if there was no lockdown.Not to buy because of colour issue,XL,B0851F3XWC
Very nice product...good quality,4.0,"I liked quality, color.. Looks like shown in the picture",no size,B0851F3XWC
Not worth,3.0,The zipper provided is not long enough to feed the infant with ease.The quality of the cloth as well is not appreciable.,no size,B0851F3XWC
Good product,4.0,Good quality and nice design. Value for money. 😊I have ordered the one in tomato colour.,M,B0851F3XWC
Good quality but wrong color description…,4.0,"The quality of the dress material and the stitching was good… However, the color was not as described on the website…",no size,B0851F3XWC
The zippers pinch.,3.0,"The material is ok and fit is really nice but the zippers on the side are not covered from inside so they hurt and itch the whole time that one wears this dress.Rest okay, but unwearable for long duration.",L,B0851F3XWC
Go for it,5.0,I liked the kurti very much. The colour and design is the same as given in the photo. Fit is perfect. Material is good and comfortable to wear. There is no problem of colour leakage or colour fading after wash. You can go for it without a second thought.,no size,B0851F3XWC
Awesome,5.0,"Cloth is good, comfortable, the colour is also good, zip good working conditions overall good",no size,B0851F3XWC
Average Product,3.0,It's just ok item .,no size,B0851F3XWC
Good 👍,4.0,,L,B0851F3XWC
Good,5.0,"Not knee length , slightly above ankle length for 5.1 height",L,B0851F3XWC
poor quality zip,2.0,"zip came off after first use itselftiny zip and my finger is aching coz of zip use. i am a nursing mother and needs to close/ open zip comfortably and quite often. the zip used in this cloth is pathetic, very tiny and isnt smooth. came off the second day itself",S,B0851F3XWC
Very comfortable as mentioned and same as shown. Size also is appropriate,4.0,It is fabulous one as comfortable as mentioned colour also is same as shown. Size too is appropriate...give it a try if u r looking for decent kurtis,2XL,B0851F3XWC
Very nice and must buy kurti,3.0,Perfect fit. nice cloth also. Cce product looks great. value for money also. Not too costly. Zip is also good. Good one. Feeding mothers can easily but it without a second thoughtBut the color fades a lot when washed everytime,L,B0851F3XWC
Good cloth with minor stiching issue,4.0,Product is of good material with minor stiching. Worth giving it a try.,S,B0851F3XWC
Very dull and very different from the shown photo,2.0,"The Kurti received has a very dull maroon colour and looks like old piece. We are returning it. Generally all other Kurtis received so far from CEE-18 were good, but only this piece was not upto our expectation.",L,B0851F3XWC
good,3.0,Quality of cloth is very good and dress fitting also nice .I like this dress and good looking for me .but stitches is not good .,2XL,B0851F3XWC
Perfect kurties for fashion feeding,5.0,Fantastic product .Fitting as expected .seller is genuine .i have ordered 2 piece of same kurties but due to lapses somewhere i have received only one .i called the seller (by searching hum in Google through brand name)instead of return one in Amazon and he is genuinely ready to refund the amt for one which i have not received with nice talking and i received my money back within 20 min .,L,B0851F3XWC
Looks like nighty... And transparent,2.0,"Back tag is small, not able to tie and transparent... Don't go for it",no size,B0851F3XWC
...  Not worth for what u pay... ..........Never buy this product.... I Need to cancel this product,1.0,"The fabric is to cheap, transparent and thin...  Not worth for what u pay... ..........Never buy this product.... I Need to cancel this product.......................",no size,B0851F3XWC
Good quality,5.0,Nice soft material. Prefect zip placement. Ankle length dress. Good looking too.,no size,B0851F3XWC
Very nice,4.0,Gifted this to my sister and she loved it,M,B0851F3XWC
Very very nice dress ... But too much large.. but exllent fabric . ..I love this dress,5.0,I gave 5 stars .. superb fitting... Nice fabric..zips are very quality,no size,B0851F3XWC
Average,4.0,Fabric is okay. Not pure cotton. Zippers are small.,L,B0851F3XWC
worthy buy,4.0,I just loved the dress and great for  feeding..😊,S,B0851F3XWC
Good for the price,4.0,"Good color and good material,  nice way of stitch",no size,B0851F3XWC
I find product nice except few issues,3.0,Fitting and stuff is good ... However print quality is not good .. attached picture is taken post first wash (machine wash),XL,B0851F3XWC
Good choice for feeding purpose,4.0,"Fit is perfect and the dark colour is good camouflage for feeding (not transparent); what I liked best is the stitching-nice, giving the dress a stylish appearance.",M,B0851F3XWC
Colour faded and white print vanished in first wash.,3.0,Colour faded by first wash and white print also vanished in water. Not worth to pay 800rs for such quality.,L,B0851F3XWC
It's very good.,5.0,I used it twice and washed it. No colour damage. Cloth quality is very good. Fit as expected.,no size,B0851F3XWC
"Nice cloth,worth buying",4.0,"The cloth is really good,worth money,Same as shown in imageHappy with the purchase",no size,B0851F3XWC
Not satisfied with the product. Not worthy,3.0,Didn't like the product much bit costliest.,no size,B0851F3XWC
Colour fadded after wash,3.0,Color is dull when compare to website,no size,B0851F3XWC
Size is small,3.0,"Large size is not actually Large, it more of medium to small. Had to return because of size. Was a good looking kurti though.",no size,B0851F3XWC
Good quality,4.0,Dress is comfortable to wear.....it satisfied my expectations....good quality,XL,B0851F3XWC
Ok ok,3.0,Fitting is good as there is belt for adjustment. Product material is also good but colour bleeds while washing.,no size,B0851F3XWC
Good kurtha,5.0,"It's good. Fits well. Only con: the buttons are only for show. We cannot open and close them, it's fully stitched. People like me, who have bigger heads, will find it little tight to put on and remove.",2XL,B0851F3XWC
OK Ok,4.0,Fits good.. But it is  too long ..very simple.. Looks like night  wear.. Fabric is good..Price bit high compare to dress and its Pattern.,no size,B0851F3XWC
Good fabric. Loose colour.,4.0,Good fabric. Loose colour.,L,B0851F3XWC
Wonderful Product,5.0,"Good product. Value for money, however if the dress was made of cotton it would have been much more better to wear during summer. Overall a nice product.",no size,B0851F3XWC
It's too large. I want small size. Please make it easy the process to return the kurti.,3.0,I want exchange this with small size.,M,B0851F3XWC
Good quality ..,5.0,Superb quality .. lovely colour,2XL,B0851F3XWC
Mind blowing purchase,4.0,Nice product.Good quality,L,B0851F3XWC
Material not so good,3.0,Material not worth the price,M,B0851F3XWC
Gud product,4.0,"Product quality is gud.. It came as i expected.... May zip can b broken,it is too fragile.... Over all i like the product..... Gud",no size,B0851F3XWC
worthy,3.0,color of kurthi is same as in image. material is good but felt little costly. zips r hidden and of good quality. thank you,XL,B0851F3XWC
Little costly,2.0,"Nice product, very soft cotton material, good fit👍 but I felt costly, also while washing colour is going.",L,B0851F3XWC
Nice product,4.0,"Nice product,  but feeding chains should be bigger",L,B0851F3XWC
Fabric is quality is good,4.0,Better quality...but they sent black colour instead of blue colour...but I like it very much..,no size,B0851F3XWC
Good,4.0,Not exactly cotton,M,B0BNL5LQ5B
Perfect,4.0,Nice quality... Perfect fiting...,XL,B0BNL5LQ5B
Good quality,4.0,Nice product,XL,B0BNL5LQ5B
For post partum,4.0,Cant use in late third trimester since its a straight cut. Hopefully will fit post partum. Material is soft. Stitch it good. Kurthi looks good.,XL,B0BNL5LQ5B
"Good material for the price, value for Money",4.0,"I liked the feel of the cloth it's super comfortable even to wear during Summers, I am not sure though if the size I ordered in second trimester will last me till my Third trimester",M,B0BNL5LQ5B
Good,4.0,Cloth Material is good,XL,B0BNL5LQ5B
Unsatisfactory,1.0,Material is too rough and not breathable. Not suitable for delhi summers.,XL,B0BNL5LQ5B
Nuce fabric n quality,5.0,I like the fit and fabric is so comfortable,4XL,B0BNL5LQ5B
Good quality fabric,5.0,,M,B0BNL5LQ5B
"It's very bad quality, please don't go this side",1.0,I don't like this product. Waste of money,M,B0BNL5LQ5B
Nice,5.0,Good fabric,XL,B0BNL5LQ5B
Good,4.0,Good 👍,M,B09TW75ZL4
Average,3.0,"Light thin material, doesn't fade, not transparent. I've been washing it in the machine. Stitching work is not that great. One of my zippers got stuck in their thread. It's all held by a single line of stitches.But overall it looks good. The yoke work is actually painted on.",no size,B09TW75ZL4
Good fit,4.0,Good product for post-delivery use.,M,B09TW75ZL4
K product,3.0,Nice value for money but material not gd littlebit fade color..,M,B09TW75ZL4
Poor zip quality,3.0,Not as expected poor zip and fabric quality,M,B09TW75ZL4
Looks decent,4.0,Looks decent and fits very comfortable. Important thing the zips are long,2XL,B09TW75ZL4
Comfortable for feeding,4.0,Look and design is nice but the fabric material is not rayon and not cotton it is too thik like gents trousers fabric,XL,B09TW75ZL4
Size,4.0,Good product but not machine wash,XL,B09TW75ZL4
Cloth and print quality poor,3.0,Writing this review after 1 week and found that all print of cloth has gone after 2'-3 washed and cloth color  also faded . Not worth to buy.,XL,B09TW75ZL4
Ok,4.0,Ok 👌 fiting . cloth little bit thin zip nice working,2XL,B09TW75ZL4
Comfortable and good material,4.0,"Just used it onetime, comfortable, zipper is comfortable, will review again after washing the dress",3XL,B09TW75ZL4
Kurti was very nice but the delivery boy behaviour is too rash,3.0,Delivery boy behaviour is too much badOther wise kurta is ok nice,M,B09TW75ZL4
Poor quality print,4.0,The print was not very good. Looks cheap,M,B09TW75ZL4
Nice,4.0,Best for regular use perfect fit nice soft  fabric,no size,B09TW75ZL4
Nice kurti,4.0,Kurti is nice but after one wash print was lightly fade,L,B09TW75ZL4
Good,5.0,Same as mentioned in the picture and comfortable to wear as regular top.,no size,B09TW75ZL4
Very nice,5.0,I liked it very much,2XL,B09TW75ZL4
Good one for maternity,5.0,It's good as shownColor n fit is goodDoes not shrink post wash,XL,B09TW75ZL4
Nice,4.0,Nice cloth n print at 700 price...very nice,L,B09TW75ZL4
Really good product.....!!,5.0,Very nice dress material quality is also very good....,M,B09TW75ZL4
Must buy,5.0,"Must buy,increase one size larger what you wear",2XL,B09TW75ZL4
Great..,4.0,Very good product..,no size,B09TW75ZL4
Print faded  after first wash- waste of money,1.0,"Won’t recommend this to mother’s. I purchased the green top and the print on the kurti has completely gone after the first machine wash. They have mentioned it’s safe for machine washing and that's why I purchased it, now I'm unable to wear it as the print has faded. Just wasted my money by purchasing this.",M,B09TW75ZL4
Perfect,5.0,Comfortable material and good happy with product,no size,B09TW75ZL4
Material quality not good....waste of money,2.0,Not good,L,B09TW75ZL4
Not worth it,1.0,Print on the dress gone after first wash....waste of money,no size,B09TW75ZL4
Correct FIt and good soft material,5.0,"Best fit for purpose, design, color, material same as in pic and comfortable to wear and feed baby.",no size,B09TW75ZL4
Soft n comfortable,5.0,Recommended,3XL,B09TW75ZL4
Worth it,5.0,Very comfy and as well as elegant...,XL,B09TW75ZL4
Awesome kurti,5.0,This is very beautiful kurti.Must buy.Had to buy 1 size large than usual.Quality of fabric and print is satisfactory.,XL,B09TW75ZL4
Good👍,5.0,I like it very good cloth,XL,B09TW75ZL4
As expected,5.0,I liked the designs and quality of the product. I could wear it all day long in travel. Feeding was without any trouble due to good zip length.,2XL,B09TW75ZL4
Value for money,5.0,Very nice kurti. The fit is perfect also the fabric is good.,no size,B09TW75ZL4
Exact pattern,5.0,Received as shown.,3XL,B09TW75ZL4
Awesome product,5.0,Nice Kurti for feeding mothers. Loved it.,L,B09TW75ZL4
So comfortable,5.0,Expected fullfill.but I order l size but I received m size,L,B09TW75ZL4
Excellent cloth and fitting,5.0,Must for feeding mothers,L,B09TW75ZL4
Good one,5.0,Perfect size. Good material,M,B09TW75ZL4
Disappointed,2.0,Disappointed with the quality,XL,B09TW75ZL4
Quality poor,1.0,Worst,3XL,B09TW75ZL4
Good for price. Order one size bigger.,5.0,The media could not be loaded.,L,B09TW75ZL4
Good for.. Good quality..,5.0,Good product,XL,B09TW75ZL4
Decent product,5.0,Superb quality,3XL,B09TW75ZL4
Chif clotha material ok but deigne ruber print not proper,1.0,Bakwas product mony west don't purchase,3XL,B09TW75ZL4
"Must try ,worthy of the product",5.0,Fabric is very good and fitting also.Very comfortable,no size,B09TW75ZL4
Perfect Feeding kurti,5.0,Fitting is good and material is fine.,2XL,B09TW75ZL4
Just bkwas,1.0,Don't buy it is just waste of money if u want to purchase then go for same brand but price is 650 that was really good,3XL,B09TW75ZL4
Waste of money,1.0,Fabric and print quality is not good.,L,B09TW75ZL4
Worst product n didn't approve  return,1.0,Worst product,M,B09TW75ZL4
Awesome,5.0,The material is very good .. can be used in summers.. colour texture everything is very good..,no size,B09TW75ZL4
Will buy more colours of the same,5.0,I usually don’t write reviews on Amazon! But this purchase was made with out checking for any review and I went on my gut on ordering this item!! It did take a long wait to receive it but it was worth waiting for. I’m very much satisfied with the material of the Kurtha and hoping to order few more colours from the same.,M,B09TW75ZL4
Good fit for me.,5.0,"The material is polyster. I bought orange, purple and green. Orange one felt more good material and print than the other two ones. Comfortable for feeding.",L,B09TW75ZL4
"Fabric is pure cotton, comfortable",5.0,Size perfect fabric pure cotton fitting is perfect  just love the kurti 5*,XL,B09XXTBQ49
Material is so thin,2.0,"Did not like product, material is so thin. Don't buy",M,B09XXTBQ49
the top is very long like a nighty,2.0,good fabric and good zipping quality. but the dress quite big makes look like nighty.,XL,B09XXTBQ49
👌👌,4.0,Kapda achha h 👌👌,L,B07P6RDJLW
Very expensive and fabric is not good,3.0,"After 3-4 wash, fabric removes hair follicles.",no size,B07P6RDJLW
Good product,5.0,"Awesome product good quality, overall good experience",L,B07P6RDJLW
Soft on body comfortable n pleasant,5.0,Yellow colour is simply awesome n looks pleasant for the eyes. Very soft n soothing dress. Quality is as expected. Need to light iron before wearing. Comfortable during pregnancy n post pregnancy. Thumbs up for the material n colour,L,B07P6RDJLW
Value for money,4.0,Dress material is soft and dress is as expected..looks beautiful also..,no size,B07P6RDJLW
I kove this kurti.....guys go for it ❤️.,5.0,"This kurti is comfortable to wear, quality is awesome,this is very soft, I love this.❤️😍",no size,B07P6RDJLW
Good quality,4.0,Super product,no size,B07P6RDJLW
Not so bad,5.0,Materiia good and soft to use.,no size,B07P6RDJLW
Feels good to wear,5.0,"It gives a good feel when we wear it. Soft and comfortable. However it will shrink after washing. Hence, if in doubt, always go for one size bigger. Plus it needs ironing after every wash.",no size,B07P6RDJLW
Nice but costly,4.0,It is soft and nice top. But the prize 1400rs is too high.,no size,B07P6RDJLW
Very good product..,4.0,Perfect size.  Material  is  good.I like the colour  very much..,no size,B07P6RDJLW
Soft cloth but often need to press,4.0,"Good soft material, But ve to often iron the dress as the material crushes very soon. But otherwise no discoloration after multiple washes, comfortable to wear",no size,B07P6RDJLW
Good and Soft material,4.0,Excellent product i’m so glad that I chose this I highly recommend this product ... soft and comfortable maternity wear,no size,B07P6RDJLW
Not worth for money,3.0,Material is good but may not cost more than 800/-. Colour totally differs. Baby pink colour as in pic is very dull in real. Fitting is OK.,no size,B07P6RDJLW
Good,4.0,Good n quality is fine,no size,B07P6RDJLW
Good item,4.0,Good to wear during pregnancy..cloth is smooth and fitting is perfect.but need to iron before wearing,no size,B07P6RDJLW
Costly,3.0,Soft and comfortable but too costly,no size,B07P6RDJLW
Soft material,5.0,Best for usage mothers,no size,B07P6RDJLW
.,4.0,"Superb product, Material is good as expected",L,B07P6RDJLW
Worth the money,5.0,Excellent product..soft material..n looked very trendy....superb overall.,no size,B07P6RDJLW
Mothers choice,4.0,Right Fit and good quality...,no size,B07P6RDJLW
Helpful for nursing moms,5.0,This maternity top is very soft. I usually use it for traveling. The zips are well concealed.  The fabric gets wrinkled pretty fast. Other than that it is a must buy for nursing moms.,no size,B07P6RDJLW
Just perfect as expected,4.0,Nice one. Go for it.,L,B07P6RDJLW
"Nice colour, looks good & is comfortable",5.0,"Colours is beautiful, looks good, comfortable",no size,B07P6RDJLW
Material is good. But price is a bit high.,4.0,Material is good. But price is a bit high.,M,B07P6RDJLW
Good quality and comfortable,4.0,Materials is good but please provide small size,no size,B07P6RDJLW
perfect gift,4.0,Fit as expected- perfect gift,no size,B07P6RDJLW
Super fit,5.0,Apt size,XL,B07P6RDJLW
Nice!,4.0,Very Nice.,no size,B07P6RDJLW
Nice,3.0,Comfortable and nice but colour is very dull..,L,B07P6RDJLW
Loved it 😊,5.0,Very nice material  .... Very beautiful,no size,B07P6RDJLW
Good product,2.0,Due to unfit to my body,no size,B07P6RDJLW
Look nice,4.0,Nice,no size,B07P6RDJLW
Very nice,4.0,Sooper,no size,B07P6RDJLW
Good,4.0,Good,no size,B07P6RDJLW
Not satisfied,3.0,Good product but not satisfied with it,no size,B07P6RDJLW
Very good material,4.0,Good material...,no size,B07P6RDJLW
comfortable for pregnancy period...,5.0,I strongly suggest this product for pregnant ladies.,no size,B07P6RDJLW
Average,3.0,Material feels soft but shrinks after 1st wash,no size,B07P6RDJLW
Nice to have,5.0,Nice quality highly recommend for pregnant ladies and new moms,no size,B07P6RDJLW
Good,5.0,Good,no size,B07P6RDJLW
Excellent,4.0,Excellent,no size,B07P6RDJLW
Perfect,5.0,Nice soft cotton cloth. Loved it. No. 1 in maternity kurtis. You should include small size also.,no size,B07P6RDJLW
Like it,5.0,I feel so comfort in this dress. It is very soft.,no size,B07P6RDJLW
Superb and superb,5.0,Mamma's maternity wears are awesome. Good looking and comfortable wears they are providing.,no size,B07P6RDJLW
color bleeds heavily..,2.0,fabric s ok...fitting also gud..but color goes off heavily while washing...since i don ve time to do offline shooping i opted fr this...not worth fr price....,no size,B07P6RDJLW
Nice material,5.0,Very nice material. Concealed zips are very smooth. But the material crumples a bit. Hence needs iron before every wear.,no size,B07P6RDJLW
Overpriced,2.0,"This is an  overpriced one. Colour is also different. It looks dull. Stitching n fitting is perfect. Cloth quality is just okay okay. Better don't buy it for 1299rs. If it is 700 or 800rs, go for it.",no size,B07P6RDJLW
Awesome product,5.0,Very soft cloth,L,B07P6RDJLW
Quality as expected,3.0,Nice dress,no size,B07P6RDJLW
100% Good Quality,5.0,"Unbelievable suit @ unbelievable price, giving this review after the usage of 2 months. Perfect fit, same colour & good in Quality.",XL,B07P6RDJLW
Best for maternity wear,5.0,"Very soft and comfy , exactly as shown in picture",no size,B07P6RDJLW
Not so impressive,2.0,Colour and design is pretty but it gives out hell lot of colour on wash.,no size,B07P6RDJLW
Good one !,5.0,Purchased for my wife and it was really as per the expectations.,no size,B07P6RDJLW
Superb kurti..but over priced,5.0,Received as expected..but little over priced. Good material.,no size,B07P6RDJLW
Gud,5.0,Fit as expcted. Fabric gud. Price crct for d fabric,no size,B07P6RDJLW
Good for maternity,5.0,Soft and comfortable,no size,B07P6RDJLW
Worthy,5.0,Really a proper fit product n material s too worthy.,no size,B07P6RDJLW
Or sahi h,2.0,Too much costly...,XL,B07P6RDJLW
Very nice. Worth,5.0,Good one,no size,B07P6RDJLW
Very good,5.0,Good....than Amazon,no size,B07P6RDJLW
Loved it....,5.0,"Soft cloth, good fit, neat finish",no size,B07P6RDJLW
Very good fit,5.0,The cloth is soft and good,no size,B07P6RDJLW
Satisfied purchase,5.0,"Good quality and soft to wear, looks beautiful",no size,B07P6RDJLW
Best,5.0,Best material and same color,no size,B07P6RDJLW
Nicr,5.0,Good one,no size,B07P6RDJLW
Good buy,5.0,Good buy,no size,B07P6RDJLW
Likes alot,5.0,Good quality,no size,B07P6RDJLW
Delivered this item for a change this colour,1.0,Change colour so returned tith item,no size,B07P6RDJLW
Please supply good quality material and cross check product has any damage.,1.0,Very poor quality material and price  is not worth for the product.,L,B07P6RDJLW
Good one,5.0,Good,no size,B07P6RDJLW
Nice,5.0,Nice,M,B07P6RDJLW
Nice product,5.0,Good  quality,no size,B07P6RDJLW
Looks cheap,1.0,Looks cheap,no size,B07P6RDJLW
Doesn’t look good,1.0,This Dress looks good in portal but once you wear it it looks so pathetic,L,B07P6RDJLW
Over priced and low quality,1.0,Over priced and colour not matching/ faded colour and cheap quality material,L,B07P6RDJLW
The zip is way too high,1.0,It’s not suitable for women with heavy busts,no size,B07P6RDJLW
Ok,1.0,Ok,no size,B07P6RDJLW
Nt clear color as shown in amazon pic,1.0,Medium quality,no size,B07P6RDJLW
not liked,1.0,not like.,no size,B07P6RDJLW
Good,4.0,It will be good if they provide xxxl and 4xl also..else everything is good..as expected nice fabric..I got the smaller size,L,B07P6RDJLW
Material is of good quality but overpriced,5.0,It's best for feeding moms and very comfortable too,M,B07P6RDJLW
Very nice,5.0,Very nice quality... Thanks to amazon...,L,B07P6RDJLW
Awesome,5.0,Awesome . I really like dis😍🙏thnk u amazon,no size,B07P6RDJLW
Very good fitting...quality best,5.0,I likes it very much.....good quality,no size,B07P6RDJLW
Good material,5.0,Good quality material that fits to the body.. comfortable to wear..,no size,B07P6RDJLW
Good product,4.0,Worth the money. Comfortable,XL,B0B4W4V2LW
Useful feeding kurthi,5.0,This is very useful and super quality 🤩must buy,2XL,B0B4W4V2LW
Very nice 👍,5.0,Nice 👍,S,B0B4W4V2LW
Pretty kurta with awesome fabric and prints,5.0,This kurta is amazing. A perfect peace to pair up with white pants or Palazzos. Wearing a white dupatta enhances it's beauty and adds an essence of traditional Indian attire. Zips are good. Buy a smaller size then your true size if you want it to be perfectly fitted.,XS,B0B4W4V2LW
Low quality dress,1.0,"I would not recommend to buy this at this price point, colour got fade with very 1st wash, the zip strip is not properly done threads are coming out, the cut on shoulder look torn as if it's torn out. Infact few people asked me if it got torn",L,B0B4W4V2LW
Nice product,5.0,Must buy fabric is so skin friendly and print is also fabulous 👌,2XL,B0B4W4V2LW
Zip quality was not good,3.0,"Zip was not fixed as per feeding area, very Unvofirtable to feed wt this top",L,B0B4W4V2LW
Material,2.0,Kurti started tearing off near zip area,XL,B0B4W4V2LW
Zip quality is pathetic,3.0,Zip quality is pathetic,S,B0B4W4V2LW
Size small bhi large h,5.0,Xs small size bhi banana chahiecompnykoIt is too loose and long but cloth material isGood,S,B0B4W4V2LW
Dress design was nice. But cloth is very transparent.,2.0,Dress design was nice. But cloth is very transparent.,XL,B0B4W4V2LW
Great buy,5.0,Totally serves the purpose. Zippers are well placed N sufficiently long. Cloth's good as well.,2XL,B0B4W4V2LW
"No good quality,dress is transparent ligthly",2.0,Not good,2XL,B0B4W4V2LW
Fade colour... Not as expected,1.0,Dull color,L,B0B4W4V2LW
Too bad,1.0,Very bad,S,B0B4W4V2LW
Nice material,4.0,Medium quality,L,B0BL1N4KGH
Nice design and appearance,4.0,Only fabric is not as expected so returned the product,L,B0BL1N4KGH
Nice,4.0,Simply super,2XL,B0BL1N4KGH
